cod_ibge_7,uf,regiao,municipio,municipio_norm,populacao_estimada,porte_municipio,ano,pessoas_total,pessoas_setor_publico,pessoas_setor_privado,prop_setor_publico_sobre_total,prop_setor_privado_sobre_total,renda_media_total,renda_media_setor_publico,renda_media_setor_privado,diferenca_renda_publico_privado_rs,diferenca_renda_publico_privado_pct,pessoas_publico_estatutario,pessoas_publico_nao_estatutario,pessoas_empresas_estatais,pessoas_trabalhador_domestico,pessoas_empregador,pessoas_conta_propria,renda_media_publico_estatutario,renda_media_publico_nao_estatutario,renda_media_empresas_estatais,renda_media_trabalhador_domestico,renda_media_empregador,renda_media_conta_propria
4218400,SC,Sul,Treze de Maio,treze_de_maio,7633,muito_pequeno_ate_10k,2022,3807,322,2010,0.08458103493564487,0.5279747832939322,2333.05,3102.46,2014.15,1088.31,0.5403321500384777,236,86,,2,95,1367,3337.8,2458.01,,1000.0,6141.02,2332.55
4218509,SC,Sul,Treze Tílias,treze_tilias,9531,muito_pequeno_ate_10k,2022,5109,509,3063,0.09962810726169505,0.5995302407516148,3715.92,3877.22,2725.37,1151.85,0.42263986174354295,225,284,17,44,275,1200,3842.65,3904.54,2655.26,1791.18,9216.4,4998.67
4218608,SC,Sul,Trombudo Central,trombudo_central,7599,muito_pequeno_ate_10k,2022,4182,400,2247,0.09564801530368244,0.5373027259684362,2846.42,3530.95,2563.25,967.6999999999998,0.3775285282356382,339,61,25,45,177,1282,3675.96,2717.64,4689.72,886.2,4343.46,2936.64
4218707,SC,Sul,Tubarão,tubarao,116725,grande_acima_100k,2022,54384,6662,31674,0.12249926448955575,0.5824139452780229,3286.41,4311.81,2615.81,1696.0000000000005,0.6483651335532781,5370,1292,155,601,3296,11557,4511.58,3481.29,6222.83,1354.17,7549.91,3281.93
4218756,SC,Sul,Tunápolis,tunapolis,5081,muito_pequeno_ate_10k,2022,2582,260,1002,0.10069713400464755,0.38807126258714175,5417.39,4017.48,2191.25,1826.23,0.8334192812321735,100,160,12,43,177,1084,5191.95,3285.62,4442.65,1266.08,6669.81,8718.94
4218806,SC,Sul,Turvo,turvo,13604,pequeno_10k_50k,2022,7261,830,3701,0.11430932378460266,0.5097094064178488,2857.16,3793.05,2248.7,1544.3500000000004,0.6867745808689467,502,328,13,120,340,2257,4364.7,2916.67,13525.94,1039.65,5729.83,3113.99
4218855,SC,Sul,União do Oeste,uniao_do_oeste,2791,muito_pequeno_ate_10k,2022,1232,191,497,0.15503246753246752,0.4034090909090909,4005.75,3344.9,2016.94,1327.96,0.6584033238470157,113,79,,16,22,506,3924.84,2512.45,,1028.65,5996.2,6224.79
4218905,SC,Sul,Urubici,urubici,11064,pequeno_10k_50k,2022,5638,667,2391,0.11830436324937921,0.4240865555161405,3016.3,3720.95,2056.55,1664.3999999999996,0.8093165738737202,492,175,5,115,311,2133,4188.54,2403.51,6000.0,1151.34,7863.56,3262.36
4218954,SC,Sul,Urupema,urupema,2751,muito_pequeno_ate_10k,2022,1197,279,399,0.23308270676691728,0.3333333333333333,2527.94,3035.84,1603.36,1432.4800000000002,0.8934238099990024,195,83,,74,23,421,3403.88,2174.4,,928.91,7121.68,3106.06
4219002,SC,Sul,Urussanga,urussanga,21464,pequeno_10k_50k,2022,10101,1179,6121,0.11672111672111672,0.605979605979606,2732.2,3173.4,2527.58,645.8200000000002,0.2555092222600275,611,569,20,42,502,2236,3628.62,2684.36,5000.0,1925.78,5700.15,2387.54
4219101,SC,Sul,Vargeão,vargeao,3726,muito_pequeno_ate_10k,2022,1785,180,1012,0.10084033613445378,0.5669467787114846,3487.13,3284.05,2455.91,828.1400000000003,0.3372029105301091,133,47,1,21,75,496,3185.95,3558.56,1212.0,1376.15,7902.8,5091.64
4219150,SC,Sul,Vargem,vargem,2613,muito_pequeno_ate_10k,2022,1102,192,572,0.17422867513611615,0.5190562613430127,2174.0,2637.79,1713.32,924.47,0.5395781290126771,151,41,,31,44,265,2676.17,2497.33,,1248.72,4960.77,2482.33
4219176,SC,Sul,Vargem Bonita,vargem_bonita,4597,muito_pequeno_ate_10k,2022,2257,305,1394,0.13513513513513514,0.617634027470093,3101.35,3461.6,2428.05,1033.5499999999997,0.42567080579065486,225,79,,37,46,476,3637.37,2963.61,,756.01,4419.06,4894.61
4219200,SC,Sul,Vidal Ramos,vidal_ramos,6266,muito_pequeno_ate_10k,2022,2843,328,1215,0.11537108688005628,0.42736545902215967,2652.88,3297.15,2242.06,1055.0900000000001,0.4705895471129231,262,66,,84,78,1138,3520.15,2413.17,,1429.39,6882.53,2705.09
4219309,SC,Sul,Videira,videira,59074,medio_50k_100k,2022,30234,3136,18252,0.10372428391876695,0.6036912085731296,3275.59,4213.92,2542.24,1671.6800000000003,0.6575618352319217,2410,726,124,424,1248,7011,4466.81,3374.56,4904.2,1342.83,7627.36,4059.38
4219358,SC,Sul,Vitor Meireles,vitor_meireles,5507,muito_pequeno_ate_10k,2022,2743,268,1176,0.0977032446226759,0.4287276704338316,2475.93,3820.25,2017.17,1803.08,0.8938661590247723,228,40,,13,99,1186,4100.69,2223.59,,1399.54,5746.53,2365.77
4219408,SC,Sul,Witmarsum,witmarsum,4513,muito_pequeno_ate_10k,2022,2460,238,1162,0.09674796747967479,0.47235772357723577,3278.43,3748.74,2172.86,1575.8799999999997,0.7252561140616514,170,68,1,22,172,858,4197.4,2628.68,1500.0,1173.41,6799.6,3955.77
4219507,SC,Sul,Xanxerê,xanxere,54891,medio_50k_100k,2022,27214,2166,16793,0.07959138678621298,0.6170720952450944,3285.04,4855.95,2610.52,2245.43,0.8601466374515421,1591,575,28,844,1734,5541,5168.52,3991.5,5510.67,1200.7,6736.3,3864.37
4219606,SC,Sul,Xavantina,xavantina,3583,muito_pequeno_ate_10k,2022,2036,263,608,0.12917485265225934,0.29862475442043224,3881.44,3256.28,2261.99,994.2900000000004,0.43956427747249127,207,57,,52,70,1042,3614.04,1948.6,,1390.07,5982.9,4967.39
4219705,SC,Sul,Xaxim,xaxim,34485,pequeno_10k_50k,2022,14371,1200,8724,0.08350149606847122,0.6070558764177858,2738.78,4029.55,2409.5,1620.0500000000002,0.6723594106661133,770,429,11,296,771,3370,4459.87,3257.58,3500.0,1205.23,4247.06,2918.76
4219853,SC,Sul,Zortéa,zortea,4257,muito_pequeno_ate_10k,2022,1918,244,1294,0.12721584984358708,0.6746611053180396,2288.57,2873.94,2116.33,757.6100000000001,0.35798292326811043,173,71,,18,28,335,3020.72,2516.03,,477.17,2637.97,2595.75
4220000,SC,Sul,Balneário Rincão,balneario_rincao,17697,pequeno_10k_50k,2022,6897,526,3565,0.07626504277221981,0.5168914020588662,2610.38,3275.12,2271.26,1003.8599999999997,0.44198374470558166,276,250,5,154,283,2354,4049.62,2417.91,15000.0,1582.71,7524.78,2421.12
4300034,RS,Sul,Aceguá,acegua,4251,muito_pequeno_ate_10k,2022,1694,129,762,0.07615112160566706,0.4498229043683589,3457.34,3236.0,2143.29,1092.71,0.509828348007036,87,42,3,55,47,698,3217.37,3275.0,2000.0,1230.47,6860.02,4884.54
4300059,RS,Sul,Água Santa,agua_santa,4003,muito_pequeno_ate_10k,2022,1672,315,694,0.18839712918660287,0.4150717703349282,4348.73,2832.43,2235.96,596.4699999999998,0.2667623749977637,232,83,8,14,58,584,3037.56,2260.34,1433.33,863.7,7195.59,7513.56
4300109,RS,Sul,Agudo,agudo,16341,pequeno_10k_50k,2022,8045,749,3149,0.09310130515848353,0.39142324425108765,2293.89,3851.6,1870.82,1980.78,1.05877636544403,439,310,40,365,274,3391,4022.51,3609.26,2019.65,926.28,5036.78,2258.83
4300208,RS,Sul,Ajuricaba,ajuricaba,6843,muito_pequeno_ate_10k,2022,3597,337,1233,0.0936891854323047,0.3427856547122602,3379.58,2982.93,2100.18,882.75,0.42032111533297156,276,61,,232,209,1577,3151.36,2220.47,,911.55,5378.07,4545.5
4300307,RS,Sul,Alecrim,alecrim,6219,muito_pequeno_ate_10k,2022,2413,375,726,0.15540820555325321,0.3008702859510982,2426.33,2853.13,1745.88,1107.25,0.6342073911150823,250,125,,91,79,1132,3049.65,2460.11,,908.11,5524.57,2630.19
4300406,RS,Sul,Alegrete,alegrete,74285,medio_50k_100k,2022,31027,4019,14871,0.12953234279820802,0.47929222934863186,2563.19,3969.3,2010.94,1958.3600000000001,0.9738530239589447,2989,1029,28,1719,1166,8062,4362.15,2828.42,1908.14,989.42,5516.67,2526.09
4300455,RS,Sul,Alegria,alegria,3705,muito_pequeno_ate_10k,2022,1686,214,313,0.1269276393831554,0.18564650059311982,3450.77,2719.81,1881.72,838.0899999999999,0.44538507323087373,177,36,,62,36,1058,2812.0,2271.9,,1146.76,2801.31,4216.79
4300471,RS,Sul,Almirante Tamandaré do Sul,almirante_tamandare_do_sul,2007,muito_pequeno_ate_10k,2022,1114,147,387,0.1319569120287253,0.3473967684021544,2930.65,3118.24,2255.62,862.6199999999999,0.38243143791950773,111,36,2,32,47,495,3464.48,2061.45,4500.0,1076.39,7777.68,3041.33
4300505,RS,Sul,Alpestre,alpestre,7235,muito_pequeno_ate_10k,2022,4097,407,921,0.0993409812057603,0.22479863314620455,2635.87,3398.08,2001.73,1396.35,0.6975716005655108,282,125,4,101,85,2574,3518.38,3126.01,5000.0,1039.36,10936.4,2526.78
4300554,RS,Sul,Alto Alegre,alto_alegre,1837,muito_pequeno_ate_10k,2022,652,239,251,0.3665644171779141,0.38496932515337423,2419.85,2292.9,1878.31,414.59000000000015,0.2207250134429355,107,132,,,11,150,2661.24,1994.51,,,10379.97,2921.13
4300570,RS,Sul,Alto Feliz,alto_feliz,3145,muito_pequeno_ate_10k,2022,1716,181,923,0.10547785547785547,0.5378787878787878,2229.61,2695.19,2079.69,615.5,0.29595757059946437,73,108,,,37,575,3239.88,2326.37,,,2873.28,2282.03
4300604,RS,Sul,Alvorada,alvorada,194062,grande_acima_100k,2022,85157,6007,50518,0.07054029615885953,0.5932336742722266,2230.5,3556.57,2061.87,1494.7000000000003,0.7249244617749908,4680,1327,181,3905,1416,22596,3772.16,2796.49,1888.11,1391.05,5515.34,2133.86
4300638,RS,Sul,Amaral Ferrador,amaral_ferrador,5384,muito_pequeno_ate_10k,2022,2082,400,465,0.19212295869356388,0.22334293948126802,1496.05,2226.68,1197.27,1029.4099999999999,0.8597977064488376,224,176,3,63,27,1125,2349.2,2070.62,2000.0,839.33,3960.53,1336.81
4300646,RS,Sul,Ametista do Sul,ametista_do_sul,7826,muito_pequeno_ate_10k,2022,3734,384,1765,0.10283877878950187,0.47268344938403856,2293.77,2823.24,1768.16,1055.0799999999997,0.5967107049135822,227,157,3,49,160,1370,3244.19,2217.2,1800.0,778.19,7218.25,2303.58
4300661,RS,Sul,André da Rocha,andre_da_rocha,1156,muito_pequeno_ate_10k,2022,612,100,316,0.16339869281045752,0.5163398692810458,2215.5,2926.99,1820.43,1106.5599999999997,0.6078563855792312,61,39,,,10,185,3358.56,2252.16,,,7448.34,2209.42
4300703,RS,Sul,Anta Gorda,anta_gorda,6080,muito_pequeno_ate_10k,2022,3387,236,1070,0.06967818128136995,0.31591378801299086,3788.2,2761.96,2170.74,591.2200000000003,0.27235873480932793,122,114,,12,141,1927,3178.38,2315.67,,1809.92,4472.17,4774.27
4300802,RS,Sul,Antônio Prado,antonio_prado,13332,pequeno_10k_50k,2022,6960,513,3298,0.07370689655172413,0.4738505747126437,2896.14,2673.91,2325.69,348.2199999999998,0.14972760772071925,433,80,14,43,410,2673,2790.24,2046.47,1702.52,1116.82,4486.96,3426.23
4300851,RS,Sul,Arambaré,arambare,4215,muito_pequeno_ate_10k,2022,1628,309,638,0.1898034398034398,0.3918918918918919,2014.88,2548.99,1710.87,838.1199999999999,0.4898794180738455,212,98,5,87,105,475,2816.64,1968.36,940.0,746.76,4078.64,1844.23
4300877,RS,Sul,Araricá,ararica,8831,muito_pequeno_ate_10k,2022,4381,503,2681,0.11481396941337595,0.6119607395571788,2028.38,2198.4,1853.49,344.9100000000001,0.18608678762766462,397,106,10,32,105,1048,2283.33,1880.64,4245.57,1296.01,3976.63,2201.92
4300901,RS,Sul,Aratiba,aratiba,6618,muito_pequeno_ate_10k,2022,3494,443,1290,0.12678878076702918,0.3692043503148254,3224.31,3760.16,2625.43,1134.73,0.43220729556682147,229,215,8,86,159,1505,3623.23,3906.12,1453.96,1333.18,5752.84,3426.79
4301008,RS,Sul,Arroio do Meio,arroio_do_meio,22523,pequeno_10k_50k,2022,12325,723,7767,0.05866125760649087,0.6301825557809331,2735.73,3634.17,2330.07,1304.1,0.5596827563120421,482,241,,140,839,2847,3940.33,3020.69,,1801.33,5327.23,2887.43
4301057,RS,Sul,Arroio do Sal,arroio_do_sal,11418,pequeno_10k_50k,2022,4509,591,1417,0.13107119095143047,0.31426036815258374,2190.81,2686.98,1839.31,847.6700000000001,0.4608630410316912,405,186,9,45,326,2119,2938.11,2140.06,742.01,1033.25,3355.58,2139.49
4301073,RS,Sul,Arroio do Padre,arroio_do_padre,2650,muito_pequeno_ate_10k,2022,1108,118,206,0.10649819494584838,0.18592057761732853,2602.03,2445.14,1827.75,617.3899999999999,0.3377868964573929,108,10,,21,,762,2546.57,1370.24,,1505.23,,2866.31
4301107,RS,Sul,Arroio dos Ratos,arroio_dos_ratos,14934,pequeno_10k_50k,2022,5775,896,2870,0.15515151515151515,0.49696969696969695,2389.39,2931.62,2137.52,794.0999999999999,0.37150529585688075,637,260,25,525,276,1153,3233.08,2192.41,3490.34,1114.72,4994.51,2447.71
4301206,RS,Sul,Arroio do Tigre,arroio_do_tigre,12291,pequeno_10k_50k,2022,5852,663,2256,0.1132946001367054,0.38550922761449075,2087.14,2696.95,1640.72,1056.2299999999998,0.6437600565605344,383,280,9,81,175,2647,2987.1,2300.39,4830.82,864.69,3684.51,2210.64
4301305,RS,Sul,Arroio Grande,arroio_grande,17879,pequeno_10k_50k,2022,7659,1344,3108,0.1754798276537407,0.4057971014492754,2085.56,2795.29,1704.94,1090.35,0.6395239715180592,709,635,27,285,310,2503,3216.59,2325.15,1753.22,831.01,5169.89,1939.93
4301404,RS,Sul,Arvorezinha,arvorezinha,10547,pequeno_10k_50k,2022,4822,378,1758,0.07839070924927416,0.36457901285773536,2382.94,2720.75,2038.52,682.23,0.33466926986244916,210,168,,79,254,2349,3020.58,2346.74,,1253.24,3845.58,2462.16
4301503,RS,Sul,Augusto Pestana,augusto_pestana,7303,muito_pequeno_ate_10k,2022,3147,322,1283,0.10231966952653321,0.407689863361932,4062.23,3753.1,2161.28,1591.8199999999997,0.7365172490376071,260,62,31,153,173,1179,4074.7,2403.07,2070.97,973.12,8178.86,6078.23
4301552,RS,Sul,Áurea,aurea,3458,muito_pequeno_ate_10k,2022,1560,145,523,0.09294871794871795,0.33525641025641023,2194.72,2781.72,1984.82,796.8999999999999,0.4014973650003526,61,84,,15,50,827,2756.8,2799.9,,1403.59,3677.92,2148.81
4301602,RS,Sul,Bagé,bage,121928,grande_acima_100k,2022,53049,7215,24899,0.13600633376689475,0.4693585175969387,2527.86,3899.62,1945.62,1954.0,1.004307110329869,5412,1803,222,2567,1611,14769,4260.19,2817.19,3876.14,1018.93,7803.0,2336.55
4301636,RS,Sul,Balneário Pinhal,balneario_pinhal,15413,pequeno_10k_50k,2022,5185,911,1920,0.17569913211186114,0.3702989392478303,2076.34,3088.82,1763.86,1324.9600000000003,0.7511707278355426,578,332,99,149,139,1948,3427.09,2500.26,2614.45,961.64,4040.66,1801.55
4301651,RS,Sul,Barão,barao,6496,muito_pequeno_ate_10k,2022,3859,251,2324,0.06504275719098213,0.6022285566208863,2886.08,3734.1,2414.84,1319.2599999999998,0.5463136274038858,234,16,,4,51,1230,3833.66,2303.52,,1200.0,5593.54,3496.36
4301701,RS,Sul,Barão de Cotegipe,barao_de_cotegipe,7320,muito_pequeno_ate_10k,2022,3402,293,1525,0.08612580834803057,0.44826572604350384,3221.92,3205.09,2200.43,1004.6600000000003,0.4565743968224394,229,64,11,128,87,1359,3099.6,3580.76,2208.27,1179.24,5178.2,4446.56
4301750,RS,Sul,Barão do Triunfo,barao_do_triunfo,5972,muito_pequeno_ate_10k,2022,2373,321,524,0.13527180783817952,0.22081753055204384,1943.48,2880.64,1498.22,1382.4199999999998,0.9227082804928515,219,102,,61,23,1444,2936.04,2761.02,,700.16,1782.64,1951.86
4301800,RS,Sul,Barracão,barracao,4915,muito_pequeno_ate_10k,2022,1971,350,760,0.17757483510908167,0.38559107052257735,3036.18,3078.73,1923.83,1154.9,0.600312917461522,242,108,11,62,40,748,3251.7,2691.06,1747.79,916.55,13753.06,3772.39
4301859,RS,Sul,Barra do Guarita,barra_do_guarita,3231,muito_pequeno_ate_10k,2022,1482,273,837,0.18421052631578946,0.5647773279352226,2178.62,2619.19,1858.67,760.52,0.40917430205469496,179,94,43,7,44,277,2783.98,2306.73,1841.23,459.37,3737.02,2558.84
4301875,RS,Sul,Barra do Quaraí,barra_do_quarai,4340,muito_pequeno_ate_10k,2022,1927,310,985,0.16087182148417228,0.5111572392319668,2167.5,2815.47,1786.23,1029.2399999999998,0.5762079911321609,281,30,9,36,31,540,2908.14,1935.23,2658.16,1034.95,8999.42,2133.02
4301909,RS,Sul,Barra do Ribeiro,barra_do_ribeiro,12473,pequeno_10k_50k,2022,5543,611,2675,0.1102291178062421,0.4825906548800289,2276.25,3353.47,2036.3,1317.1699999999998,0.6468447674704119,417,194,24,290,140,1795,3288.54,3492.73,5306.84,960.17,5004.56,2225.48
4301925,RS,Sul,Barra do Rio Azul,barra_do_rio_azul,1721,muito_pequeno_ate_10k,2022,773,154,158,0.19922380336351875,0.20439844760672704,4090.87,3002.52,4182.42,-1179.9,-0.2821094007775403,102,52,,13,4,445,3063.97,2882.25,,1534.42,1895.23,4526.93
4301958,RS,Sul,Barra Funda,barra_funda,2557,muito_pequeno_ate_10k,2022,1191,199,535,0.1670864819479429,0.44920235096557515,3052.77,3441.56,2231.1,1210.46,0.542539554479853,188,11,,74,88,295,3419.74,3817.74,,1061.21,6291.16,3815.91
4302006,RS,Sul,Barros Cassal,barros_cassal,9425,muito_pequeno_ate_10k,2022,3004,520,1404,0.17310252996005326,0.4673768308921438,2002.08,2661.18,1512.62,1148.56,0.7593182689637847,264,256,,128,116,823,2908.09,2406.43,,679.41,5580.59,2105.48
4302055,RS,Sul,Benjamin Constant do Sul,benjamin_constant_do_sul,2118,muito_pequeno_ate_10k,2022,752,183,242,0.24335106382978725,0.32180851063829785,3196.29,2570.69,2182.29,388.4000000000001,0.17797817888548262,112,71,,,10,315,2879.58,2081.18,,,20513.99,3792.55
4302105,RS,Sul,Bento Gonçalves,bento_goncalves,127977,grande_acima_100k,2022,71517,5124,44905,0.07164730064180544,0.6278926688759316,3445.33,4909.17,2768.01,2141.16,0.7735376678552461,3464,1661,341,1193,4084,15550,5240.92,4217.31,2840.69,1464.87,7971.51,3885.11
4302154,RS,Sul,Boa Vista das Missões,boa_vista_das_missoes,1968,muito_pequeno_ate_10k,2022,841,175,365,0.2080856123662307,0.4340071343638526,2812.96,2854.49,1874.14,980.3499999999997,0.523093258774691,169,6,2,34,42,221,2814.97,3925.15,3600.0,959.6,6501.68,3909.69
4302204,RS,Sul,Boa Vista do Buricá,boa_vista_do_burica,7129,muito_pequeno_ate_10k,2022,3414,371,1714,0.10867018160515525,0.502050380785003,2924.8,2854.22,1956.97,897.2499999999998,0.4584893994287085,322,49,7,73,114,1135,2910.85,2481.41,5183.42,983.42,7631.58,4049.52
4302220,RS,Sul,Boa Vista do Cadeado,boa_vista_do_cadeado,2269,muito_pequeno_ate_10k,2022,968,119,366,0.12293388429752067,0.378099173553719,3768.17,2858.84,2024.07,834.7700000000002,0.41242150716131376,20,99,,41,41,399,3104.86,2808.43,,1162.06,11758.85,5088.45
4302238,RS,Sul,Boa Vista do Incra,boa_vista_do_incra,2314,muito_pequeno_ate_10k,2022,818,213,367,0.2603911980440098,0.44865525672371637,2409.06,2453.31,1763.97,689.3399999999999,0.39078895899590127,160,54,,9,26,202,2681.6,1774.9,,1092.25,10349.75,2551.27
4302253,RS,Sul,Boa Vista do Sul,boa_vista_do_sul,2815,muito_pequeno_ate_10k,2022,1622,103,613,0.06350184956843404,0.37792848335388407,2980.16,3387.48,2370.47,1017.0100000000002,0.42903306095415683,40,63,,5,54,844,4308.29,2808.25,,1200.0,3489.19,3335.94
4302303,RS,Sul,Bom Jesus,bom_jesus,11429,pequeno_10k_50k,2022,3803,608,1873,0.15987378385485143,0.49250591638180385,2296.98,2758.92,1879.79,879.1300000000001,0.46767458067124523,515,93,207,98,170,837,2880.6,2086.46,2098.53,1024.16,5978.89,2312.63
4302352,RS,Sul,Bom Princípio,bom_principio,13665,pequeno_10k_50k,2022,7674,697,4807,0.09082616627573625,0.626400833984884,2645.12,2971.34,2363.16,608.1800000000003,0.2573587907716788,440,257,18,55,463,1611,2902.51,3089.24,6074.81,1223.85,4968.7,2682.53
4302378,RS,Sul,Bom Progresso,bom_progresso,2132,muito_pequeno_ate_10k,2022,880,242,351,0.275,0.39886363636363636,2487.16,2223.52,1877.6,345.9200000000001,0.18423519386450793,103,139,,43,24,210,2695.53,1875.29,,935.65,3949.11,3793.5
4302402,RS,Sul,Bom Retiro do Sul,bom_retiro_do_sul,12587,pequeno_10k_50k,2022,6685,755,4361,0.11293941660433807,0.6523560209424084,2313.08,2542.48,1999.87,542.6100000000001,0.2713226359713383,495,260,15,54,115,1379,2768.25,2112.01,2663.53,1027.05,7332.2,2798.09
4302451,RS,Sul,Boqueirão do Leão,boqueirao_do_leao,6202,muito_pequeno_ate_10k,2022,3217,393,1006,0.12216350637239665,0.31271370842399754,2201.79,3309.73,1593.08,1716.65,1.0775667260903408,320,73,10,18,49,1737,3523.23,2368.06,2307.31,776.28,6119.7,2195.53
4302501,RS,Sul,Bossoroca,bossoroca,5978,muito_pequeno_ate_10k,2022,2270,336,1033,0.14801762114537445,0.4550660792951542,2097.77,2739.12,1738.04,1001.0799999999999,0.5759821408022829,237,99,3,195,50,649,3037.06,2027.72,5000.0,881.72,4583.48,2500.8
4302584,RS,Sul,Bozano,bozano,2195,muito_pequeno_ate_10k,2022,594,123,192,0.20707070707070707,0.32323232323232326,3707.71,3478.74,1930.18,1548.5599999999997,0.8022878695251219,73,50,2,15,13,239,4189.27,2432.36,6500.0,1374.91,22785.1,4401.51
4302600,RS,Sul,Braga,braga,3322,muito_pequeno_ate_10k,2022,1166,326,565,0.27958833619210977,0.48456260720411665,2126.4,2797.7,1641.43,1156.2699999999998,0.7044284556758436,271,55,8,94,24,132,3031.41,1641.93,1110.39,723.73,5794.83,2513.11
4302659,RS,Sul,Brochier,brochier,5083,muito_pequeno_ate_10k,2022,2644,271,1147,0.10249621785173979,0.4338124054462935,2634.76,2887.3,2091.99,795.3100000000004,0.3801691212673104,142,130,,28,148,1042,3011.29,2751.75,,1126.92,5785.26,2740.93
4302709,RS,Sul,Butiá,butia,19421,pequeno_10k_50k,2022,7576,798,4301,0.10533262935586062,0.5677138331573389,2247.64,2550.02,2158.4,391.6199999999999,0.1814399555226094,449,349,18,378,304,1745,3399.16,1456.55,2194.85,1073.87,4766.44,2158.6
4302808,RS,Sul,Caçapava do Sul,cacapava_do_sul,33501,pequeno_10k_50k,2022,14269,1676,7340,0.11745742518746934,0.5144018501646926,2232.41,3483.77,1749.32,1734.45,0.9914995541124552,1234,443,106,934,540,3614,3829.66,2520.0,1411.69,917.75,5377.22,2507.68
4302907,RS,Sul,Cacequi,cacequi,11300,pequeno_10k_50k,2022,4300,954,1734,0.22186046511627908,0.40325581395348836,2183.31,2888.96,1651.11,1237.8500000000001,0.7497077723470877,511,443,2,340,136,1079,3700.77,1953.1,917.0,890.45,5745.74,2362.2
4303004,RS,Sul,Cachoeira do Sul,cachoeira_do_sul,82222,medio_50k_100k,2022,35862,4145,17290,0.11558195304221738,0.48212592716524455,2532.33,3935.58,1981.69,1953.8899999999999,0.9859715697207938,3216,929,126,1730,1596,10276,4143.44,3216.07,4468.03,996.08,6658.1,2346.26
4303103,RS,Sul,Cachoeirinha,cachoeirinha,141503,grande_acima_100k,2022,69936,5101,41862,0.0729381148478609,0.5985758407687028,2897.82,4388.25,2609.49,1778.7600000000002,0.6816504374417991,4159,942,186,1350,2374,18789,4486.55,3954.5,3131.78,1265.32,7493.22,2648.99
4303202,RS,Sul,Cacique Doble,cacique_doble,4692,muito_pequeno_ate_10k,2022,1455,216,469,0.14845360824742268,0.3223367697594502,2204.69,2276.7,1733.43,543.2699999999998,0.3134075215036083,98,118,259,72,67,373,2172.15,2363.25,1718.12,1005.73,4677.43,2883.21
4303301,RS,Sul,Caibaté,caibate,4795,muito_pequeno_ate_10k,2022,1943,294,794,0.15131240349974268,0.40864642305712817,2622.91,3086.61,2339.18,747.4300000000003,0.31952650073957556,199,95,7,87,82,671,3074.72,3111.68,5738.27,817.64,4274.65,2757.65
4303400,RS,Sul,Caiçara,caicara,4931,muito_pequeno_ate_10k,2022,2239,316,649,0.14113443501563197,0.28986154533273784,3640.13,2869.96,1917.6,952.3600000000001,0.49664163537755535,301,15,4,43,69,1151,2921.59,1823.56,500.0,1057.59,5214.48,4841.44
4303509,RS,Sul,Camaquã,camaqua,63961,medio_50k_100k,2022,29327,2762,13565,0.09417942510314727,0.4625430490674123,2467.97,3473.37,1967.58,1505.79,0.7653005214527491,2125,636,252,1176,1011,10459,3732.61,2607.73,2095.44,1011.07,7660.47,2522.47
4303558,RS,Sul,Camargo,camargo,3060,muito_pequeno_ate_10k,2022,1470,171,537,0.11632653061224489,0.3653061224489796,3781.35,3446.25,2266.49,1179.7600000000002,0.5205229231101838,125,46,,41,93,627,3345.63,3720.66,,985.5,5777.38,5055.02
4303608,RS,Sul,Cambará do Sul,cambara_do_sul,6490,muito_pequeno_ate_10k,2022,3103,334,1807,0.10763776990009669,0.5823396712858524,2431.11,2254.49,2144.6,109.88999999999987,0.05124032453604399,318,17,,55,129,778,2301.61,1363.48,,1068.14,6216.44,2642.65
4303673,RS,Sul,Campestre da Serra,campestre_da_serra,3311,muito_pequeno_ate_10k,2022,1068,215,471,0.20131086142322097,0.4410112359550562,2502.95,2397.03,1958.41,438.6200000000001,0.22396740212723598,106,109,6,38,10,328,2447.12,2348.31,9373.61,904.14,2537.24,3405.61
4303707,RS,Sul,Campina das Missões,campina_das_missoes,5999,muito_pequeno_ate_10k,2022,2864,364,861,0.1270949720670391,0.30062849162011174,3521.19,3001.09,2175.8,825.29,0.37930416398566047,262,102,,93,113,1418,3151.33,2615.63,,1046.89,4039.32,4583.01
4303806,RS,Sul,Campinas do Sul,campinas_do_sul,5388,muito_pequeno_ate_10k,2022,2497,411,1028,0.16459751702042452,0.4116940328394073,2700.7,2981.61,1877.15,1104.46,0.5883706683003489,310,101,61,61,122,799,3012.79,2886.11,2747.77,995.6,4148.03,3484.9
4303905,RS,Sul,Campo Bom,campo_bom,64719,medio_50k_100k,2022,32744,2392,21359,0.07305155142926949,0.652302711947227,2997.25,4233.05,2503.32,1729.73,0.6909743860153716,2030,363,47,550,1781,6506,4395.92,3321.1,6699.28,1468.62,7887.73,2905.85
4304002,RS,Sul,Campo Novo,campo_novo,5063,muito_pequeno_ate_10k,2022,2169,244,1040,0.11249423697556478,0.479483633010604,2263.71,3269.58,1846.96,1422.62,0.7702494910555724,165,79,8,155,148,573,3444.72,2904.48,4025.66,905.18,3807.56,2533.36
4304101,RS,Sul,Campos Borges,campos_borges,3695,muito_pequeno_ate_10k,2022,1524,272,616,0.1784776902887139,0.4041994750656168,3154.94,2574.17,2007.32,566.8500000000001,0.28239144730287147,181,91,3,,73,548,2554.33,2613.5,1200.0,,8467.37,4035.01
